epoch;loss;val_loss
0;0.3234280049800873;0.2576536536216736
1;0.250408798456192;0.24005839228630066
2;0.24151527881622314;0.23594805598258972
3;0.2372872680425644;0.23167172074317932
4;0.2349327653646469;0.22985918819904327
5;0.23256519436836243;0.2279093861579895
6;0.2311190664768219;0.22684431076049805
7;0.2295863777399063;0.22494737803936005
8;0.22818486392498016;0.22425328195095062
9;0.22756315767765045;0.2232334166765213
10;0.226441890001297;0.22259022295475006
11;0.22589938342571259;0.22374193370342255
12;0.2253473848104477;0.22179226577281952
13;0.22459761798381805;0.22125671803951263
14;0.22438494861125946;0.2209712713956833
15;0.22380168735980988;0.21999412775039673
16;0.22337861359119415;0.2198374718427658
17;0.22295457124710083;0.21920746564865112
18;0.2225416898727417;0.219380185008049
19;0.22201335430145264;0.21876825392246246
20;0.22182703018188477;0.2187100499868393
21;0.221710205078125;0.21889100968837738
22;0.22131717205047607;0.21832585334777832
23;0.2210666835308075;0.2180773913860321
24;0.22112485766410828;0.21783199906349182
25;0.22057822346687317;0.21747779846191406
26;0.2206018567085266;0.21725085377693176
27;0.2202100306749344;0.21695823967456818
28;0.22017699480056763;0.21723805367946625
29;0.21995580196380615;0.2178109735250473
30;0.21959254145622253;0.21685084700584412
31;0.21975460648536682;0.2166764885187149
32;0.21934640407562256;0.21683047711849213
33;0.21928636729717255;0.21624507009983063
34;0.2190227210521698;0.21621456742286682
35;0.21894307434558868;0.21616274118423462
36;0.21878044307231903;0.21613463759422302
37;0.21863685548305511;0.21566586196422577
38;0.21849672496318817;0.21753531694412231
39;0.21838197112083435;0.21570467948913574
40;0.21827271580696106;0.21709515154361725
41;0.2182151973247528;0.21523910760879517
42;0.21796680986881256;0.21501141786575317
43;0.21793408691883087;0.2152259796857834
44;0.21776603162288666;0.21479904651641846
45;0.21768881380558014;0.2148086279630661
46;0.2174208015203476;0.2145693153142929
47;0.21750618517398834;0.21479469537734985
48;0.21718966960906982;0.21506686508655548
49;0.21703875064849854;0.21427452564239502
50;0.21715332567691803;0.21435017883777618
51;0.21686799824237823;0.21406906843185425
52;0.21694140136241913;0.2141326367855072
53;0.2166159451007843;0.2140481024980545
54;0.21653886139392853;0.21387329697608948
55;0.21689030528068542;0.2137901782989502
56;0.21611760556697845;0.21402917802333832
57;0.2164117693901062;0.21404650807380676
58;0.2161911278963089;0.2140577733516693
59;0.21620017290115356;0.21337097883224487
60;0.21608126163482666;0.21347279846668243
61;0.21597446501255035;0.21396280825138092
62;0.21609996259212494;0.2134227752685547
63;0.21597594022750854;0.21340399980545044
64;0.21556560695171356;0.2136804461479187
65;0.21564626693725586;0.21294642984867096
66;0.2156180441379547;0.2138717621564865
67;0.21540629863739014;0.21346445381641388
68;0.2154736965894699;0.2131911665201187
69;0.21536597609519958;0.21277323365211487
70;0.21508798003196716;0.21317945420742035
71;0.21543481945991516;0.21281790733337402
72;0.21525096893310547;0.2126542329788208
73;0.21521718800067902;0.2127213478088379
74;0.2149507701396942;0.21269330382347107
75;0.21497556567192078;0.21248547732830048
76;0.214890256524086;0.2127605378627777
77;0.21498355269432068;0.2133897840976715
78;0.21481391787528992;0.21252775192260742
79;0.21472419798374176;0.21244308352470398
80;0.21478353440761566;0.2122047394514084
81;0.2148398905992508;0.21224358677864075
82;0.21457692980766296;0.21226483583450317
83;0.2145954817533493;0.21225282549858093
84;0.214491069316864;0.21211594343185425
85;0.21450966596603394;0.2123517394065857
86;0.2142534703016281;0.21193580329418182
87;0.21429084241390228;0.21217823028564453
88;0.2143467515707016;0.21245357394218445
89;0.2142137587070465;0.2121749073266983
90;0.21429884433746338;0.21194396913051605
91;0.21420295536518097;0.21206612884998322
92;0.21411731839179993;0.21200042963027954
93;0.21404266357421875;0.21204128861427307
94;0.213978111743927;0.2119138240814209
95;0.21404534578323364;0.21195530891418457
96;0.21403563022613525;0.21157176792621613
97;0.21400916576385498;0.21150611340999603
98;0.2138083577156067;0.21149681508541107
99;0.2137870043516159;0.21219882369041443
100;0.21377572417259216;0.21185648441314697
101;0.21360436081886292;0.21151910722255707
102;0.21360987424850464;0.21164637804031372
103;0.2135571539402008;0.2114018052816391
104;0.21334809064865112;0.21142584085464478
105;0.21360819041728973;0.21156905591487885
106;0.21343238651752472;0.21147090196609497
107;0.213347390294075;0.2112204134464264
108;0.2133181393146515;0.2113279402256012
109;0.2133151888847351;0.2111840546131134
110;0.21344177424907684;0.2129122018814087
111;0.21331192553043365;0.21115441620349884
112;0.21335318684577942;0.21121454238891602
113;0.21319454908370972;0.21131840348243713
114;0.21326139569282532;0.21104185283184052
